SMILES,Experiment,DFT,Solvent
N#Cc1cc(N)c(cc1C#N)N,278.9,530,NaN
OCOc1c2ccccc2cc2c1cccc2,365.8,372,Acetonitrile
C(=O)N1C2C1CN(C2)CC=C(c1ccccc1Cl)c1ccccc1,245.5,NaN,NaN
CC1(C)c2cc(ccc2N(c2c1cccc2)c1ccccc1)c1ccc(cc1)c1nc2c(n1c1ccccc1)c1ccccc1c1c2cccc1,312.9,367,THF
OC(=O)c1cnc2c(n1)cccc2,336.4,508,NaN
O=c1nc(nc2c1cc1ccccc1n2C)c1ccccc1,369.2,453,NaN
Nc1ccc2c(c1)C(=O)N(C2=O)Cc1ccccn1,306.1,472,NaN
Oc1ccc2c(c1)OC[C@@H]1[C@H]2Oc2c1cc1c(c2)OCO1,274.1,222,NaN
COc1cc(ccc1OC)c1ccc(cc1)c1[nH]c(=O)c2c1c(=O)[nH]c2c1ccc(cc1)c1ccc(c(c1)OC)OC,420.9,543,dichloromethane
CN1CCc2c1ccc(c2)[N+](=O)[O-],312.7,0,NaN
COc1ccc(cc1)C1CC(=NN1c1ccc(c(c1)C)C)c1ccc(cc1)F,319.5,337,NaN
COc1c(C)ccc2c1nccc2,310.2,410,MeOH
C(CN1C(=O)C(=Cc2sc3c(c2)sc(c3)c2ccc(cc2)N(c2ccccc2)c2ccccc2)C(=C(C1=O)C#N)C)CC,401,571,chloroform
CCCc1ccc(cc1)C#Cc1c(C#Cc2ccc(cc2)CCC)c(F)c(c(c1F)C#Cc1ccc(cc1)CCC)C#Cc1ccc(cc1)CCC,347.7,421,NaN
COC(=O)c1n2nc(ccc2c(c1C(=O)OC)C(=O)OC)c1ccc2c(c1)cccc2,311.4,450,MeOH
n1cc(nc(c1)n1c2ccccc2c2c1cccc2)c1cncc(n1)n1c2ccccc2c2c1cccc2,327.8,284,NaN
Cc1sc2c(c1C1=C(C(=O)CC1)c1ccc(cc1)N1CCOCC1)cccc2,296.2,261,NaN
FC(c1ccc(cc1)c1nc2CCc3c(c2c2c1c1ccccc1CC2)cccc3)(F)F,290,327,chloroform
O=C(c1c(Cc2ccccc2)oc2c(c1=O)cccc2)c1ccccc1,295.3,460,Acetonitrile
COc1ccc2c(c1)ccc(c2)c1sc(c2c1OCCO2)C=C(c1ccc(c(c1)OC)OC)C#N,349.6,365,DCM
Cc1cc(O)c(c(c1C(=O)c1ccccc1)O)C,288.9,203,NaN
CCCOC(=O)c1ccnc(c1)C(=O)OCCC,281.8,433,acetonitrile
Brc1ccccc1[C@@H](c1ccccc1)O,238.6,NaN,NaN
Clc1nc(nc(n1)Nc1ccccc1)Nc1ccc2c(c1)cc1c(c2)cccc1,363.2,398,"1,4-dioxane"
Fc1c(F)c(F)c2c(c1F)cc1c(n2)n(nc1c1ccccc1)C,350.8,401,Toluene
O=C1C(=CC=C2OC(=CC(=C2)c2ccccc2)c2ccccc2)C(=O)c2c1cccc2,433.2,574,dichloromethane
Cn1c2ccc(cc2c2c1cccc2)c1cc(nc(c1)c1ccccc1)c1ccccc1,294.5,501,DMF
Sc1nc2c(n1C(=Nc1cccc(c1)C(F)(F)F)C(F)(F)F)cccc2,288.5,NaN,NaN
Clc1ccc(cc1)N=Nc1c([nH]c2c1cccc2)c1ccccc1,441.6,412,DMSO
CCOC(=O)[C@@H](NC(=CC(=C1c2ccccc2N(C1=O)C)c1ccccc1)c1ccccc1)C,391.7,442,CH2Cl2
n1ccc(nc1)c1ccc(s1)c1ccc(cc1)c1ccc(cc1)n1c2ccccc2c2c1cccc2,315.3,368,DMSO
CCN(C(Nc1ccnc2c1ccc(c2)Cl)C)CC,293.7,NaN,NaN
COC(=O)C1CC(=c2n1nccc2)C#N,425.3,508,Cyclohexane
Cn1c2ccc(cc2c2c1ccc(c2)c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2,299.2,420,NaN
CC[C@H](NC(=O)c1cc2ccccc2cc1c1cc2ccccc2cc1C(=O)OC)C,290.6,226.8,NaN
O=C1N(C)C(=O)C(=C1c1ccc(s1)c1cccs1)c1c[nH]c2c1cccc2,408.4,491,NaN
Cc1ccnc(c1)c1nccc(c1)C,263.1,242,NaN
Brc1ccc(cc1)c1cc(nc(c1)c1ccccc1)c1ccccc1,267.6,315,EtOH
CC(c1cc(O)c(cc1O)C(C)(C)C)(C)C,258.4,429,NaN
OC[C@H]1O[C@@H]([C@@H]([C@H]([C@@H]1O)O)O)c1c(O)c2c(c(c1O)O)C(=O)c1c(C2=O)c(C)c(c(c1)O)C(=O)O,398.7,495,NaN
Nc1sc(c(n1)c1ccc(cc1)NC(=O)c1ccccc1)N=Nc1ccccc1[N+](=O)[O-],441.4,505,DMSO
CC[C@@H]([C@@H]([C@H](c1ccccc1)C[N+](=O)[O-])C(=O)c1ccc(cc1)Cl)c1ccccc1,296.5,NaN,NaN
O=C1NN=C(C1Cn1c(=O)c(=O)[nH]c2c1cccc2)C,271.8,249,NaN
CC(=O)CC(=O)c1ccc(o1)c1nc2c(o1)cccc2,298.4,403,Toluene
Clc1ccc(c(c1)Cl)[N+](=O)[O-],318.4,330,NaN
O[C@H]1CN(Cc2cccs2)S(=O)(=O)c2c1cc(s2)S(=O)(=O)N,241.3,524,NaN
Cc1ccc(cc1)C=Cc1ccc(cc1)c1nc(c(n1c1ccccc1)c1ccccc1)c1ccccc1,325.1,336,NaN
Brc1cncnc1c1ccc(s1)c1ccccc1,305.7,358,NaN
COc1ccc(cc1)C=Cc1sccc1c1ccsc1C=Cc1ccc(cc1)OC,351.4,289,NaN
CN(c1ccc2c3c1ccc1c3c(cc2)c(cc1)N(C)C)C,346.8,450,NaN
FC(c1ccc(cc1)C#Cc1ccc2c(c1)sc1c2sc2c1ccc(c2)C#Cc1ccc(cc1)C(F)(F)F)(F)F,341.3,351,NaN
O=C1OC(=O)c2c3c1ccc1c3c(cc2)c2c3c1cccc3c(cc2)Br,420.2,503,NaN
NCNCNCN(CNC(=O)c1ccc(cc1)O)O,245.9,199,NaN
ON=C(C(=O)NCCc1cc(Br)c(c(c1)Br)OCCCN(C)C)Cc1ccc(c(c1)Br)OC,255.8,NaN,NaN
Nc1ncc2c(n1)nc[nH]2,279,310,Ethanol
OC(=O)c1ccccc1NCCc1ccccc1,244.4,NaN,NaN
CCOC(=O)C=C(Nc1ccc2c(c1)ccc(=O)o2)C,299.5,298,NaN
C(COc1cc(c(cc1c1cccc(c1)C#N)OC)c1cccc(c1)C#N)CC,287.5,415,NaN
CCn1c2ccc(cc2c2c1c1c(c3c2c2cc(Br)ccc2n3CC)c2c(n1CC)ccc(c2)Br)Br,335,315,NaN
Clc1ccc(cc1)Cn1c(nc(c1c1ccco1)c1ccco1)c1ccco1,277.8,307,NaN
C1CC=C(C1)c1ccc(s1)c1cccs1,314,348,Ethanol
OCCN(c1ccc(cc1)N=Nc1ccc(cc1)[N+](=O)[O-])CC,441.3,510,NaN
OC(=O)c1cc(ccc1O)S(=O)(=O)O,265,505,NaN
Cc1cc(cc(c1O)C=Nc1cccc2c1nc(cc2)c1nc2c([nH]1)cccc2)C(C)(C)C,338.6,163,NaN
O=C1C=CC(=CC=C2C=C(OC(=C2)c2ccccc2)c2ccccc2)c2c1nccc2,419.5,545,acetonitrile
CCc1nccnc1C(=O)C=Cc1ccc(cc1)Br,358.4,305,ethanol
CN(c1nc(Sc2ccccc2)c(oc1=O)c1ccccc1C)C,314.7,NaN,NaN
Brc1ccc2c(c1)c1ccccc1[nH]2,289,360,NaN
Brc1nc(Cl)c2c(n1)nc[nH]2,263.1,NaN,NaN
OC[C@H]([C@@H](c1ccc(cc1)[N+](=O)[O-])O)NC(=O)C,316.2,407,NaN
CCCOC(=O)c1ccc(cn1)C(=O)OCCC,291.3,510,acetonitrile
COc1c2ccccc2c(c2c1c1ccccc1n2C)OC,344.9,321,CH 2 Cl
C(COc1ccc(cc1)n1c2ccccc2c2c1cc(cc2)c1ccc(c2c1nsn2)c1ccc(s1)C=C(C(=O)O)C#N)CC,407.6,461,NaN
Clc1ccc(cc1)c1ccc(cc1Cl)Cl,248.5,NaN,NaN
COc1ccc(cc1)Nc1nc2c(n1Cc1ccccc1)cc1c(c2)c(C)c(c(=O)o1)C(=O)N,314.2,351,ethanol
Clc1nc(Cl)nc(n1)Nc1ccc2c3c1cccc3c1c3c2cccc3ccc1,403.9,446,Acetonitrile
Cc1ccc(o1)CN[C@@H]1C[C@H]1NCc1ccc(o1)C,209.3,317,ethanol
O=c1cc(c2cc(nc(c2)c2cc3c(oc2=O)ccc2c3cccc2)c2cc3c(oc2=O)ccc2c3cccc2)c2c(o1)c1ccccc1cc2,352,380,chlorobenzene
c1ccc(cc1)C=Cc1c(C=Cc2ccccc2)ccc(c1N(c1ccccc1)c1ccccc1)N(c1ccccc1)c1ccccc1,319.3,411,NaN
N#Cc1ccc(cc1)C=CC=Cc1nc(c([nH]1)c1ccc(cc1)N(C)C)c1ccc(cc1)N(C)C,370.3,442,CH 2 Cl 2
[O-][N+](=O)c1ccccc1C=NNC(=Cc1ccc2c(n1)cccc2)C(C)(C)C,374.9,450,ethanol
Clc1ccc2c(c1)c1ccccc1n2C(=O)C,273.2,379,NaN
Oc1ccc(cc1)C1(OS(=O)(=O)c2c1cccc2)c1ccc(cc1)O,243.5,559,NaN
N#CC(=Cc1ccc(o1)c1ccc(cc1)N(c1ccc2c(c1)OCCO2)c1ccc2c(c1)OCCO2)C(=O)O,379.7,502,NaN
C(=O)NC(C(=O)NC(CCc1ccccc1)C)Cc1ccccc1,234.1,NaN,NaN
C#Cc1cccc2c1cccc2N(C)C,314.4,463,NaN
N#CC(=Cc1cccc2c1cccc2)c1ccc(cc1)N(c1cccc(c1)C)c1ccccc1,333,403,THF
S=C=Nc1cc2c(c1)ccccc2,479.9,557,NaN
Cc1ccsc1c1sc(c2c1cccc2)c1ccc2c(c1)sc1c2cccc1,367.5,458,CH 2 Cl
O=C(c1cc(C#C[Si](C)(C)C)c2c3c1ccc1c3c(cc2)c(cc1C#C[Si](C)(C)C)C#C[Si](C)(C)C)c1ccccc1,394.2,232,NaN
Ic1cccc(c1)c1nc([nH]c1c1ccncc1)c1ccc(cc1)[S@](=O)C,289.4,419,NaN
C1=Cc2c(ON1)ccc1c2cccc1,341.1,NaN,NaN
OC(=O)c1cccc(c1)C(=O)O,245.9,104,NaN
CO[Si](CCCSC(=O)c1cccc(n1)C(=O)SCCC[Si](OC)(OC)OC)(OC)OC,303.5,296,chloroform
C[Si]1(C)c2cc(ccc2c2c1cc(cc2)c1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)N(c1ccccc1)c1ccccc1,326,371,NaN
CN(c1ccc(cc1)C=C(C1=C(C#N)C(=C(C#N)C#N)N(C1=O)CC=C)c1cccs1)C,508.4,735,NaN
Clc1cc(Cl)c2c(c1O)nccc2,317.1,269,NaN
Fc1c2oc3ccccc3oc2c2c(c1F)c(=O)c1c(c2=O)cccc1,355.3,353,NaN
Clc1ccc(cc1)c1[nH]c(=O)c2n(c1)nc(c2)c1ccc(cc1)Cl,291.9,330,THF
O=C1c2ccccc2C(=O)c2c1c1NCCNc1c(c2F)F,383.1,516,NaN
OCCCN1C2(c3ccc(cc3Oc3c2ccc(c3)N2CCOCC2)N2CCOCC2)c2c(S1(=O)=O)cccc2,264.4,552,NaN
N#CC(=Cc1ccc(s1)c1ccc(s1)c1ccc2c(c1)cc(n2c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccccc1)C(=O)O,377.6,429,NaN
COC(=O)[C@]1(C[C@]1(O[Si](C(C)(C)C)(C)C)c1ccc(cc1)Br)c1ccc(cc1)C,242.8,NaN,NaN
OCc1ccc2c3c1cccc3c1c3c2cccc3ccc1,391,446,NaN
OCC1OC(Oc2cc(O)c3c(c2)occ(c3=O)c2ccc(cc2)O)C(C(C1O)O)O,284,325,NaN
CC1=Nc2c(C1(C)C)c1ccccc1cc2,305,254,NaN
Cc1cc2ccccc2c2c1ccs2,291.7,254,NaN
O=C(NCC(=O)NC(CCc1ccccc1)C)Cc1ccccc1,232.6,NaN,NaN
C[Si]1(C)c2ccccc2[Si](c2c1cccc2)(C)C,236.1,266,hexane
c1cnc2c(c1)c1nc3ccccc3nc1c1c2nccc1,339.4,411,CH 3 CN
COc1c2ccccc2c(c2c1c1ccc(cc1n2C)C)OC,342.1,324,CH 2 Cl
ClCc1cc(=O)oc2c1cc1nc(oc1c2)c1ccc(c(c1)N)Cl,303.2,341,NaN
OC(=O)C(Cc1ccc(cc1)O)N,246.1,247,Water
c1ccc(cc1)C#Cc1ccc(s1)C1(CC=CS1)C#Cc1ccccc1,293.6,253,NaN
O=C1c2cc(NCc3ccccc3)ccc2C(=O)c2c1cccc2,348.3,311,NaN
CCN(c1ccc(cc1)C=C(c1ccc(s1)C=C1SC(=S)N(C1=O)CC(=O)O)C#N)CC,382,531,DMF
Cc1nc2n(c1N=Nc1ccc(cc1)[N+](=O)[O-])nc(c1c2c(c2ccccc2)n(n1)c1ccccc1)C,441.1,430,NaN
CC(=O)O[C@H]1N(C(=O)C(C)C)C(=O)c2c1cccc2,250.9,NaN,NaN
Cn1c2ccc(cc2c2c1cccc2)C=CC1=C(C#N)C(=C(C#N)C#N)OC1(C)C,370,509,NaN
N#Cc1c2c3ccc(cc3c3c(c2c(c2c1cccc2)C#N)cccc3)C(=O)O,360.9,NaN,NaN
Fc1c2oc3ccccc3[nH]c2c2c(c1F)c(=O)c1c(c2=O)cccc1,406.5,550,NaN
COc1ccc2c(c1)c(C1=C(C(=O)OC1=O)c1cc(sc1C)c1ccc(cc1)Br)c(n2C)C,376.4,463,NaN
Clc1ccc2c(c1)c(=Cc1ccccc1)oc2=Cc1ccc(cc1)N(C)C,370.9,406,NaN
CCC1(C(=O)NC(=O)N1C)c1ccccc1,231.3,NaN,NaN
OCCOc1ccc(cc1OC)C=Cc1ccc(cc1[N+](=O)[O-])[N+](=O)[O-],332.3,414,MeOH
FC(c1ccc(cc1)c1ccc(cc1)Cn1cncc1)(F)F,251.2,NaN,NaN
Clc1ccc(c(c1)Cl)OS(=O)(=O)c1ccccc1,244.1,654,NaN
C1(C)c2cc(ccc2c2c1cc(cc2)c1ccc2c(c1)cccc2)c1ccc2c(c1)cccc2,305.8,402,NaN
Cn1cc(c2c1cccc2)C=C(c1ccc(s1)C=Nc1ccc(cc1)C(=O)O)C#N,366.3,452,chloroform
Cn1c2ccc(cc2c2c1ccc(c2)C(=Cc1ccc(cc1)OC)C#N)C(=Cc1ccc(cc1)OC)C#N,312.9,399,dichloromethane
COc1cc(OC)c(c(c1)OC)C=CC(=C(C#N)C#N)c1cc2c(OC)cc3c(c2oc1=O)cccc3,364.4,477,MeOH
O=C(c1ccncc1)NCCC[Si]12OCCN(CCO1)CCO2,262.6,246,NaN
c1ccc(cc1)c1ccc2c(c1)c(c1c(c2c2ccc(cc2)c2ccccc2)cccc1)c1cccc2c1ccc1c2cc2c(c1)cccc2,379.9,398,NaN
Cc1cc(c(s1)C)C1=C(CC(C1=O)Br)c1cc(sc1C)C,319.2,329,NaN
N#Cc1c(N)sc(c1c1ccc(cc1)OC)N=NC1NC=C(S1)[N+](=O)[O-],440.9,592,Acetone
NNC(=O)Cc1ccccc1F,232.1,357,EtOH
N#Cc1ccc(cc1)c1nc2c(o1)cc(c1c2cccc1)Nc1ccc(cc1C)N(CC)CC,340.1,415,Dioxane
N#CC(=Cc1ccc(cc1)N(c1ccccc1)c1ccccc1)c1ccc(cc1)C,334.5,402,Cyclohexane
COc1ccc2c(c1)ccc(c2)C(=O)CC(=O)c1ccccc1,304,368,NaN
OCCN(c1ccc(cc1)C=C1C(=O)c2c(C1=C(C#N)C#N)cccc2)C,420.4,565,NaN
Oc1ccc(cc1C=Nc1nccc(c1)C(=O)O)N=Nc1ccc(cc1)[N+](=O)[O-],440.6,448,Water
Oc1c(cc(cc1C(C)(C)C)C(C)(C)C)c1nc2c([nH]1)c1ccccc1c1c2cccc1,307.8,366,NaN
O=C1OCc2c1c(Br)c(Br)c(c2Br)Br,268.3,NaN,NaN
C[Si]1(C)c2cc(ccc2c2c1cc(cc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,308.6,344,NaN
COc1ccc(cc1)N(c1ccc2c3c1cccc3c1c3c2cccc3c(cc1)C#CC=C(C(=O)O)C#N)c1ccc(cc1)OC,476.6,493,toluene
C(=O)c1sc(c(c1C#N)C#N)c1ccc(s1)c1sc(c(c1C#N)C#N)C(=O)C,348,413,NaN
C[C@@H]([C@H](c1ccc(cc1)[N+](=O)[O-])O)[N+](=O)[O-],316.6,NaN,NaN
CO[Si](CCCSC(=O)c1ccccc1S)(OC)OC,275.9,315,chloroform
Cn1c2cc(Br)ccc2c2c1cc(cc2)N(c1ccc2c(c1)C(C)(C)c1c2cccc1)c1ccccc1,322.7,342,NaN
c1ccc2c(cc1)cc(c2)c1cc2c(c1)ccccc2,518.8,434,NaN
COc1ccc(cc1)N=Nc1ccccc1B(c1c(F)c(F)c(c(c1F)F)F)c1c(F)c(F)c(c(c1F)F)F,440.5,NaN,NaN
CCN(c1ccc(c(c1)Cl)C=C1CCC(=Cc2ccc(cc2)N(C)C)C1=O)CC,348.4,533.4,NaN
c1cc(cc(c1)c1c2ccccc2cc2c1cccc2)c1c2ccccc2cc2c1cccc2,361.7,387,NaN
CN(c1ccc(cc1)C1=C(O)C(=O)C1=O)C,330.8,570,barium sulfate
COc1ccc2c(c1)sc(n2)N=Nc1c(N)nn2c1nc(N)c(c2N)N=Nc1nc2c(s1)cccc2,440.4,532,NaN
Oc1ccc(cc1C=Nc1c(cc(cc1C(C)C)S(=O)(=O)O)C(C)C)N=Nc1ccc(cc1)[N+](=O)[O-],440.3,380,Chloroform
c1csc(c1)c1cc(c2cccs2)c2c3c1ccc1c3c(cc2)c(cc1c1cccs1)c1cccs1,378.9,416,Cyclohexane
c1ccc(cc1)C(CNSc1ccccc1n1cnnn1)CCSc1ccccc1n1cnnn1,279.9,206,NaN
CC(CC(=O)NC1=CC(=O)C(=O)c2c1cccc2)C,491.2,271,ethanol
COc1ccc(cc1)C1=C(C(=O)CC1)c1cc(sc1C)C,305.1,310,NaN
CCOC(=O)C1(O)c2cc3ccc4c5c3c(c2C(=O)N1C(C)(C)C)ccc5ccc4,343.7,523,NaN
N#CC(=C(C=C1N(C)c2c(C1(C)C)cccc2)C)C(=O)c1ccccc1,341.9,531,NaN
Cc1ccc(c(c1)C)N=Cc1ccccn1,308.5,341,NaN
COC(=O)c1nn(c(c1)O)c1cc(C)c2c(n1)[nH]nc2O,269.5,296,tetrahydrofuran
OCc1c(nc2n1cccn2)c1ccc(cc1)F,305.3,240,NaN
O=c1ccc2c(o1)ccc(c2)N=Cc1ccc(o1)c1cccc(c1)[N+](=O)[O-],331,356,NaN
CC[C@@H]([C@H](C(=O)c1ccccc1)[C@H](c1cccc(c1)Br)C[N+](=O)[O-])c1ccccc1,300.3,NaN,NaN
CC(n1cc(n(c1=S)C)P(c1ccccc1)c1ccccc1)C,258.6,208,NaN
c1ccc(cc1)c1cc(nc2c1cccc2)c1ccc(cc1)n1c2ccccc2c2c1cccc2,297.2,343,NaN
OC1C(COP(=O)(O)O)OC(C1O)n1cncc1N,207,NaN,NaN
[O-][N+](=O)c1ncc[nH]1,310.5,675,NaN
OC(C1CC2(CCC1=O)OCCO2)c1ccc(cc1)[N+](=O)[O-],315.7,NaN,NaN
NN(C(=O)N(c1ccccc1)N)c1ccccc1,252.1,1086.956522,NaN
CCOC(=O)C1=C(NC(=O)C1=NNc1cc(ccc1O)[N+](=O)[O-])c1ccc2c(c1)cccc2,357.8,555,THF
N#CC(=Cc1ccc[nH]1)C(=O)NN,285.6,271.8,NaN
COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,284,NaN,NaN
c1ccc(nc1)N(c1ccccn1)Cc1cc(cc(c1)CN(c1ccccn1)c1ccccn1)CN(c1ccccn1)c1ccccn1,274.9,310,NaN
N#CC(=Cc1ccc(cc1)c1csc(c1)C=C(c1ccccc1)C#N)c1ccc(cc1)c1ccc(cc1)C=C,325.1,366,THF
Cn1ccnc1CN(Cc1ccccn1)Cc1ccccn1,246.2,362,NaN
CCn1c2ccccc2c2=NN([B-]([O+]=c12)(F)F)c1ccccc1,342.7,437,THF
N#CC(=Cc1ccc(cc1)N(c1ccc(cc1)C#Cc1ccccn1)c1ccc(cc1)C#Cc1ccccn1)C(=O)O,355.4,435,NaN
N#CC(=Cc1ccc(s1)C=Cc1ccc(cc1)N1c2ccccc2C=Cc2c1cccc2)C(=O)O,389.3,498,NaN
CN1c2cc(SCC)c(cc2Sc2c1cccc2)C=C(C(=O)O)C#N,344.4,600,NaN
N#Cc1ccc(cc1)C=Cc1ccc(cc1)C=C(c1ccccc1)c1ccccc1,344.4,366,NaN
OCCN(c1ccc(cc1)N=Nc1ccc(cc1)C=O)CC,440.2,484,NaN
COC(=O)C(=Cc1ccccc1)OC,263.5,290,NaN
Cc1ccc(cc1)Nc1nc(C#N)c(nc1CC(=O)C1=Nc2c(N(C1C)CC)cc(n2C#N)C#N)C#N,395.7,336,NaN
c1ccc(cc1)n1ncc(c1)c1nc2c([nH]1)cccc2,267.3,305,NaN
C[Si](C1=C(c2ccccc2)C(=C([Si]1(c1ccccc1)c1ccccc1)[Si](c1ccccc1)(C)C)c1ccccc1)(c1ccccc1)C,291.9,318,NaN
Brc1ccc2c(c1)C(C)(C)c1c2cc2c(c1)c(C#C[Si](C)(C)C)c1c(c2C#C[Si](C)(C)C)cccc1,418.4,456,dichloromethane
N[C@H]1CC[C@@H](O[C@H]1C)OCC#Cc1c(sc2c1cccc2)c1ccccc1,290.5,254,NaN
O=c1oc(cc2c1scc2)C(O)(C)C,274.7,NaN,NaN
Cc1cc(cc(c1c1ccc2c(c1)c1ccccc1n2c1ccccc1)C)c1ccc2c(c1)c1ccccc1n2c1ccccc1,293.2,298,NaN
O=C(C12CC3CC(C2)CC(C1)C3)N1c2ccccc2Sc2c1cccc2,260.2,NaN,NaN
COc1ccc2c(c1)ccc(c2)c1scc2c1OCCO2,301.1,318,DCM
N#Cc1nc(N)c(nc1N=Cc1ccc2c(c1)c1ccccc1n2CC)C#N,350.1,393,NaN
Cn1c2ccc(cc2c2c1ccc(c2)c1ccc(s1)C=C(C(=O)O)C#N)c1ccc(cc1)N(c1ccccc1)c1ccccc1,348.8,442,NaN
O=C(c1cc(n2c1cc(cc2)c1ccncc1)C(=O)c1ccccc1)NCc1nnn(c1)Cc1c2ccccc2cc2c1cccc2,366.1,395,NaN
Clc1ccc(cc1)N=Nc1ccc(c2c1cccn2)O,440.1,406,DMSO
Cc1ccc(cc1)N=Nc1c([nH]c2c1cccc2)c1ccccc1,440.1,401,DMSO
COc1ccc(cc1)C#Cc1c(C#Cc2ccc(cc2)OC)c(F)c(c(c1F)C#Cc1ccc(cc1)OC)C#Cc1ccc(cc1)OC,352.5,428,NaN
COc1ccc(cc1)C=CC=Cc1ccc(cc1)C#N,323.6,359,NaN
C(COc1cc(c2ccccc2)c(cc1c1ccccc1)OC)CC,260.8,397,NaN
Brc1cccc(c1)[C@@H](c1ccccc1)O,237.7,NaN,NaN
COCCSc1cccc2c1C(=O)c1c(C2=O)cccc1SCCOC,363.1,448,NaN
CC(=O)c1ccccc1,295,244,NaN
CCN1C(=S)SC(=Cc2ccc3c(c2)C(C)(C)c2c3ccc(c2)N(c2ccccc2)c2ccccc2)C1=O,369.3,478,NaN
COc1ccccc1C=NCCN=Cc1ccccc1OC,274.7,246,dichloromethane
Cc1c(sc2c1scc2)c1nc2c(s1)cccc2,309.1,353,NaN
COc1cc2c(ncnc2cc1OCC1CCN(CC1)C)Nc1ccc(cc1F)Br,290.7,187,NaN
COc1ccc2c(c1)sc(n2)N=Nc1c(N)nn2c1nc(N)c(c2N)N=Nc1sc2c(n1)ccc(c2)C,439.8,540,NaN
N#CC(=Cc1ccc(s1)c1ccc(c2c1nsn2)c1ccc2c(c1)n(c1ccccc1)c1c2cccc1)C(=O)O,414.6,459,NaN
COc1ccc2c(c1)sc(n2)N=Nc1c(N)nc2n(c1N)nc(c2N=Nc1sc2c(n1)ccc(c2)OC)N,439.6,542,NaN
COc1ccc(cc1)C#Cc1cc(C#Cc2ccc(cc2)OC)nc(n1)C#Cc1ccc(cc1)OC,298.6,335,chloroform
[SiH2]1[SiH2][SiH]=[SiH]1,285.4,NaN,NaN
c1ccc2c(c1)scn2,252.3,392,DMF
COc1cc(ccc1O)c1oc2cc(O)cc(c2c(=O)c1O)O,317.2,355,NaN
O=C1C2(N1)N(C)c1c(C2(C)C)c2ccccc2cc1,320.6,294,NaN
O=C1C=Cc2c(C1=NNc1ccc(cc1)N=Nc1ccccc1)cccc2,439.2,520,NaN
c1ccc2c(c1)n(c1ccc(s1)n1c3ncccc3c3c1cccc3)c1c2cccn1,282.7,298,NaN
CCC(c1ccc(cc1)C(F)(F)F)O,233.2,NaN,NaN
C#Cc1ccc2c(c1)C(=O)c1c2cccc1,357.2,263,NaN
COC(=O)C=c1sc2=NC3=C(C(n2c1=O)c1ccc(cc1)C)C3=Cc1ccc(cc1)C,828.9,317.17,NaN
CC[C@@H](NC(=O)c1cc2ccccc2cc1c1cc2ccccc2cc1C(=O)OC)C,290.8,226.6,NaN
[O-][N+](=O)c1ccc(c(c1)O)[N+](=O)[O-],322.2,353,NaN
Oc1cc(O)c2c(c1)oc(c(c2=O)O)c1cc(O)c(c(c1)O)O,313.7,362,NaN
O=C1C=CC(=O)C=C1Nc1ccc(cc1)O,444,225,NaN
C=Cc1ccc(cc1)c1nnc(s1)c1ccccc1,311.3,392,DMF
COC(=O)c1c(C(=O)c2ccc(cc2)Cl)n2c(c1C(=O)OC)cccn2,321.8,448,Cyclohexane
O=c1oc(COc2ccccc2)c(c2c1scc2)C#CCOc1ccccc1,276.9,NaN,NaN
C1(C)c2cc(ccc2c2c1cccc2)c1ccc(s1)c1sc(c2c1cccc2)c1cccs1,399.2,460,CH 2 Cl
CCN(c1ccc(cc1)N=Nc1ccc(cc1)S(=O)(=O)F)CC,438.6,NaN,NaN
COC(=O)C(C(c1ccccc1)C=Cc1ccccc1)C(=O)OC,253.2,NaN,NaN
c1ccc2c(c1)c1cccc(c1[nH]2)c1ccc2c(c1)ccc(n2)Nc1ccc2c(n1)ccc(c2)c1cccc2c1[nH]c1c2cccc1,317,458,CH2Cl2
n1[nH]c2c(c1)C1Nc3cccc4c3c(N1C=C2)ccc4,329.3,380,NaN
CC(=O)C=NNc1ccccc1,305.2,0,NaN
CN(c1ccc(cc1)N=Nc1ccc(cc1)C(=O)O)C,438.5,NaN,NaN
O=Cc1ccc(c(c1O)O)O,289,292,NaN
[O-][N+](=O)c1c2ccccc2n(c1NC(C)(C)C)S(=O)(=O)c1ccccc1,323.9,201,NaN
c1ccc2c(c1)c(ccc2)c1ccc(cc1)c1ccc(cc1)c1cccc2c1cccc2,292.4,401,NaN
O=C1OC(C)(C)OC(=O)C1=CC=C1C=C(OC(=C1)c1ccccc1)c1ccccc1,357.7,498,dichloromethane
CC(c1ccc(cc1)[N+](=O)[O-])O,315.8,NaN,NaN
NCCNc1cccc2c1C(=O)c1c(C2=O)cccc1,383.7,510,dichloromethane
Cc1ccc(cc1)C#Cc1c(C#Cc2ccc(cc2)C)c(C#Cc2ccc(cc2)C)c(c(c1F)C#Cc1ccc(cc1)C)F,332.8,410,NaN
O=S(=O)(C=Cc1ccc(cc1)n1c2ccccc2c2c1cccc2)C=Cc1ccc(cc1)n1c2ccccc2c2c1cccc2,308.1,358,NaN
CCNc1c(F)c2nc3c(F)c(F)c(c(c3nc2c(c1F)F)F)F,401.4,456,NaN
